الفعل,المسار,الاسم,المتحكّم,الوسطاء,التصنيف,ملاحظة
POST,/kpis/{id}/adopt,kpis.adopt,"Web\KpiController@adopt","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/kpis/{id}/move,kpis.move,"Web\KpiController@move","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/kpis/{id}/toggle,kpis.toggle,"Web\KpiController@toggle","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/legal,legal,"Web\LegalController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/legal/rules/{id}/enable,legal.rule.enable,"Web\LegalController@enableRule","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/login,login,"Web\AuthController@show","web · guest","عامٌّ مقصود","بابُ الدخول (guest) — قبل المصادقة"
POST,/login,login.attempt,"Web\AuthController@login","web · guest · throttle:login","عامٌّ مقصود","بابُ الدخول (guest) — خانقُ (بريد+IP) + قفلُ الحساب"
GET,/login/otp,login.otp,"Web\AuthController@otpShow","web · guest","عامٌّ مقصود","بابُ الدخول (guest) — قبل المصادقة"
POST,/login/otp,login.otp.verify,"Web\AuthController@otpVerify","web · guest · throttle:6,1","عامٌّ مقصود","بابُ الدخول (guest) — قبل المصادقة"
POST,/logout,logout,"Web\AuthController@logout","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/m/leaves/{id}/decide,leaves.decide,"Web\LeaveDecisionController@decide","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/m/{module},m.index,"Web\ModuleController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/m/{module},m.store,"Web\ModuleController@store","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/m/{module}/board,m.board,"Web\ModuleController@board","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/m/{module}/bulk,m.bulk,"Web\ModuleController@bulk","web · auth · throttle:30,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/m/{module}/create,m.create,"Web\ModuleController@create","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/m/{module}/export,m.export,"Web\ModuleController@export","web · auth · throttle:20,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/m/{module}/import,m.import,"Web\ImportController@form","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/m/{module}/import,m.import.map,"Web\ImportController@map","web · auth · throttle:20,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/m/{module}/import/run,m.import.run,"Web\ImportController@run","web · auth · throttle:20,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/m/{module}/{id},m.show,"Web\ModuleController@show","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
PUT,/m/{module}/{id},m.update,"Web\ModuleController@update","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
DELETE,/m/{module}/{id},m.destroy,"Web\ModuleController@destroy","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/m/{module}/{id}/edit,m.edit,"Web\ModuleController@edit","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/m/{module}/{id}/restore,m.restore,"Web\ModuleController@restore","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/m/{module}/{id}/secret/{field},m.secret,"Web\ModuleController@revealSecret","web · auth · throttle:20,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/m/{module}/{id}/status,m.status,"Web\ModuleController@setStatus","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/m/{module}/{id}/versions/{version},m.version.restore,"Web\ModuleController@restoreVersion","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/manifest.webmanifest,pwa.manifest,"Web\PwaController@manifest",web,"عامٌّ مقصود","بيانُ PWA — عامٌّ بطبيعته"
GET,/me,portal.me,"Web\PortalController@me","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/me/custody,portal.custody,"Web\PortalController@myCustody","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/me/documents/{id}/dl,portal.doc.dl,"Web\PortalController@docDownload","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/me/documents/{id}/view,portal.doc.view,"Web\PortalController@docPreview","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/media-center,media.center,"Web\MediaCenterController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/meetings/{id}/extract,meetings.extract,"Web\MinutesController@extract","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/monitor/{module}/{id}/check,monitor.check,"Web\MonitorController@check","web · auth · throttle:10,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/morning,morning,"Web\MorningController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/my/report,reports.mine,"Web\ReportsController@mine","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/my/security,mysec.index,"Web\MySecurityController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/my/security/devices/{id}/revoke,mysec.device.revoke,"Web\MySecurityController@revokeDevice","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/my/security/devices/{id}/trust,mysec.device.trust,"Web\MySecurityController@trustDevice","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/my/security/sessions/others,mysec.session.others,"Web\MySecurityController@revokeOthers","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/my/security/sessions/{id}/revoke,mysec.session.revoke,"Web\MySecurityController@revokeSession","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/notifications,notifications.index,"Web\NotificationController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/notifications/count,notifications.count,"Web\NotificationController@count","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/notifications/mini,notifications.mini,"Web\NotificationController@mini","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/notifications/read-all,notifications.readall,"Web\NotificationController@readAll","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/notifications/{id}/go,notifications.go,"Web\NotificationController@go","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/odoo/projects/{id},odoo.project,"Web\OdooController@project","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/odoo/projects/{id}/channels,odoo.project.channel.add,"Web\OdooController@addChannel","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/odoo/projects/{id}/channels/refresh,odoo.project.refresh,"Web\OdooController@refreshChannels","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/odoo/projects/{id}/channels/remove,odoo.project.channel.del,"Web\OdooController@removeChannel","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/odoo/projects/{id}/conn,odoo.project.conn,"Web\OdooController@setConn","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/odoo/{module}/{id}/link,odoo.link,"Web\OdooController@link","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/odoo/{module}/{id}/refresh,odoo.refresh,"Web\OdooController@refresh","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/odoo/{module}/{id}/unlink,odoo.unlink,"Web\OdooController@unlink","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/offline,pwa.offline,"Web\PwaController@offline",web,"عامٌّ مقصود","صفحةُ «بلا اتصال» — ثابتةٌ عامّة"
GET,/okrs,okrs.board,"Web\OkrController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/okrs/refresh,okrs.refresh,"Web\OkrController@refresh","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/oversight,oversight.index,"Web\OversightController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/oversight/{id},oversight.show,"Web\OversightController@show","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/p/{code},products.code,"Web\IdentityController@byCode","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/passkey/login/options,passkey.login.options,"Web\PasskeyController@loginOptions","web · throttle:30,1","عامٌّ مقصود","خياراتُ WebAuthn قبل الدخول · خانق 30/د"
POST,/passkey/login/verify,passkey.login.verify,"Web\PasskeyController@loginVerify","web · throttle:30,1","عامٌّ مقصود","تحقّقُ WebAuthn — حدُّ معدلٍ ثانٍ في المعالج · خانق 30/د"
POST,/passkey/register/options,passkey.register.options,"Web\PasskeyController@registerOptions","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/passkey/register/verify,passkey.register.verify,"Web\PasskeyController@registerVerify","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/passkey/stepup/options,passkey.stepup.options,"Web\PasskeyController@stepupOptions","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/passkey/stepup/verify,passkey.stepup.verify,"Web\PasskeyController@stepupVerify","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
DELETE,/passkey/{id},passkey.destroy,"Web\PasskeyController@destroy","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/payroll/{id}/act,payroll.act,"Web\PayrollController@act","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/performance,performance,"Web\PerformanceController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/personalize,prefs.edit,"Web\PrefController@edit","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/personalize,prefs.update,"Web\PrefController@update","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/personalize/cols,prefs.cols,"Web\PrefController@saveCols","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/personalize/pin,prefs.pin,"Web\PrefController@togglePin","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/personalize/reset,prefs.reset,"Web\PrefController@reset","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/policies,policies.board,"Web\PolicyController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/portal,portal.home,"Web\ClientPortalController@home","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/portal/account/sessions/others,portal.sessions.others,"Web\ClientPortalController@sessionsRevokeOthers","web · auth · throttle:20,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/portal/account/sessions/{id}/revoke,portal.session.revoke,"Web\ClientPortalController@sessionRevoke","web · auth · throttle:20,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/portal/conversations,portal.conversations,"Web\ClientPortalController@conversations","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/portal/conversations/{id},portal.conversation,"Web\ClientPortalController@conversation","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/portal/conversations/{id}/messages,portal.conversation.send,"Web\ClientPortalController@conversationSend","web · auth · throttle:30,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/portal/documents,portal.documents,"Web\ClientPortalController@documents","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/portal/documents/{id},portal.document,"Web\ClientPortalController@document","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/portal/documents/{id}/download,portal.document.download,"Web\ClientPortalController@documentDownload","web · auth · throttle:60,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/portal/engagements,portal.engagements,"Web\ClientPortalController@engagements","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/portal/invoices,portal.invoices,"Web\ClientPortalController@invoices","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/portal/invoices/{id},portal.invoice,"Web\ClientPortalController@invoice","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/portal/projects,portal.projects,"Web\ClientPortalController@projects","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/portal/projects/{id},portal.project,"Web\ClientPortalController@project","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/portal/tickets,portal.tickets,"Web\ClientPortalController@tickets","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/portal/tickets,portal.ticket.store,"Web\ClientPortalController@ticketStore","web · auth · throttle:20,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/portal/tickets/new,portal.ticket.create,"Web\ClientPortalController@ticketCreate","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/portal/tickets/{id},portal.ticket,"Web\ClientPortalController@ticket","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/portal/tickets/{id}/replies,portal.ticket.reply,"Web\ClientPortalController@ticketReply","web · auth · throttle:20,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/pricing,pricing,"Web\PricingController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/profile,profile.edit,"Web\ProfileController@edit","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
PUT,/profile,profile.update,"Web\ProfileController@update","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/profile/2fa/confirm,profile.2fa.confirm,"Web\ProfileController@twofaConfirm","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/profile/2fa/disable,profile.2fa.disable,"Web\ProfileController@twofaDisable","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/profile/2fa/start,profile.2fa.start,"Web\ProfileController@twofaStart","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
PUT,/profile/notify,profile.notify,"Web\ProfileController@notifyPrefs","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
PUT,/profile/password,profile.password,"Web\ProfileController@password","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/profile/token,profile.token.store,"Web\ProfileController@tokenStore","web · auth · throttle:10,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
DELETE,/profile/token/{id},profile.token.revoke,"Web\ProfileController@tokenRevoke","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/profile/token/{id}/rotate,profile.token.rotate,"Web\ProfileController@tokenRotate","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/projects/{id}/assets,projects.assets.assign,"Web\AssetProjectController@assignFromProject","web · auth · throttle:30,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/purchase/{id}/act,purchases.act,"Web\PurchaseController@act","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/purchase/{id}/doc,purchases.doc,"Web\PurchaseController@doc","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/pwa-icon.svg,pwa.icon,"Web\PwaController@icon",web,"عامٌّ مقصود","أيقونةُ PWA — عامّةٌ بطبيعتها"
POST,/quote/{id}/act,quotes.act,"Web\QuoteController@act","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/quote/{id}/diff,quotes.diff,"Web\QuoteController@diff","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/quote/{id}/doc,quotes.doc,"Web\QuoteController@doc","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/quote/{id}/line,quotes.line.store,"Web\QuoteBuilderController@storeLine","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
DELETE,/quote/{id}/line/{line},quotes.line.destroy,"Web\QuoteBuilderController@destroyLine","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/quote/{id}/line/{line}/toggle,quotes.line.toggle,"Web\QuoteBuilderController@toggleLine","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/quote/{id}/milestone,quotes.ms.store,"Web\QuoteBuilderController@storeMilestone","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
DELETE,/quote/{id}/milestone/{ms},quotes.ms.destroy,"Web\QuoteBuilderController@destroyMilestone","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/quote/{id}/pdf,quotes.pdf,"Web\QuoteController@pdf","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/recommendations,recs,"Web\CapacityController@recommendations","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/recommendations/act,recs.act,"Web\CapacityController@recAct","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/remediation,remediation.store,"Web\RemediationController@store","web · auth · throttle:30,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/reports/compliance/{id}/finalize,reports.finalize,"Web\ReportsController@finalize","web · auth · throttle:60,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/reports/daily,reports.index,"Web\ReportsController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/reports/daily/day,reports.day,"Web\ReportsController@day","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/reports/finance,reports.finance,"Web\ReportController@finance","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/reports/monthly,reports.monthly,"Web\ReportsController@monthly","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/reports/monthly/employee,reports.monthly.employee,"Web\ReportsController@monthlyEmployee","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/reports/monthly/export,reports.monthly.export,"Web\ReportsController@monthlyExport","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/reports/review,reports.review,"Web\ReportsController@review","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/reports/review/{id},reports.review.act,"Web\ReportsController@reviewAct","web · auth · throttle:60,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/s/{code},stations.code,"Web\StationController@byCode","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/s/{token},share.show,"Web\DataRoomController@show",web,"عامٌّ مقصود","غرفةُ بياناتٍ عامّةٌ بالرمز — بوّابةُ كلمةِ سرٍّ اختياريّة"
POST,/s/{token},share.unlock,"Web\DataRoomController@unlock","web · throttle:10,1","عامٌّ مقصود","فتحُ غرفةِ البيانات · خانق 10/د"
GET,/s/{token}/file,share.file,"Web\DataRoomController@file",web,"عامٌّ مقصود","ملفُّ غرفةِ البيانات — الرمزُ + بوّابةُ الجلسة"
GET,/sales,sales.dashboard,"Web\SalesController@dashboard","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/saved,saved.index,"Web\SavedController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/saved,saved.toggle,"Web\SavedController@toggle","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
DELETE,/saved/{id},saved.destroy,"Web\SavedController@destroy","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/search,search,"Web\SearchController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/search/messages,search.messages,"Web\MessageSearchController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/search/mini,search.mini,"Web\SearchController@mini","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/service-costs,servicecosts,"Web\CostController@services","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/sign/{token},sign.show,"Web\EsignController@show",web,"عامٌّ مقصود","صفحةُ التوقيع — بوّابةُ جلسةٍ (sign.ok) قبل أيِّ محتوى"
POST,/sign/{token},sign.sign,"Web\EsignController@sign",web,"عامٌّ مقصود","التوقيع — خلف بوّابةِ الجلسة"
GET,/sign/{token}/certificate,sign.cert,"Web\EsignController@clientCertificate",web,"عامٌّ مقصود","شهادةُ التوقيع — خلف بوّابةِ الجلسة"
POST,/sign/{token}/decline,sign.decline,"Web\EsignController@decline",web,"عامٌّ مقصود","الرفض — خلف بوّابةِ الجلسة"
GET,/sign/{token}/doc,sign.doc,"Web\EsignController@clientDoc",web,"عامٌّ مقصود","وثيقةُ التوقيع — خلف بوّابةِ الجلسة"
POST,/sign/{token}/otp,sign.otp,"Web\EsignController@sendOtp","web · throttle:6,10","عامٌّ مقصود","إرسالُ رمزٍ للموقّع · خانق 6/10د + سقفٌ في المعالج"
GET,/sign/{token}/pdf,sign.pdf,"Web\EsignController@clientPdf",web,"عامٌّ مقصود","PDF الموقّع — خلف بوّابةِ الجلسة"
POST,/sign/{token}/unlock,sign.unlock,"Web\EsignController@unlock",web,"عامٌّ مقصود","بوّابةُ التوقيع — RateLimiter داخليٌّ (5 محاولات لكلِّ رمز+IP)"
GET,/social,social.index,"Web\SocialController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/social/snapshot,social.snapshot,"Web\SocialController@snapshot","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/staff,staff.index,"Web\StaffController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/staff/user/{id}/file,staff.file,"Web\StaffController@file","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/staff/{id}/account,staff.account,"Web\StaffController@account","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/staff/{id}/align,staff.align,"Web\StaffController@align","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/staff/{id}/link,staff.link,"Web\StaffController@link","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/staff/{id}/unlink,staff.unlink,"Web\StaffController@unlink","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/stations/{id}/assign,stations.assign,"Web\StationController@assign","web · auth · throttle:60,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/stations/{id}/vacate,stations.vacate,"Web\StationController@vacate","web · auth · throttle:60,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
